"V1" "V2"
"1" 0.725721459430899 0.00216462271299733
"2" 1.25408597858106 0.122021194353138
"3" 0.411602875920118 0.0127465847209359
"4" 1.42783817176477 0.0140523810345607
"5" 0.725020936966362 0.0229961038503068
"6" 1.48356363435874 0.0423521765215356
"7" 1.22269219786475 0.00416265999512737
"8" 2.32699108607745 0.193117394487699
"9" 0.862790574345609 0.0244076474913154
"10" 1.35590963082948 7.45175411809855e-06
"11" 0.952567618935062 0.00283496913819964
"12" 3.98684596036972 0.0480790765444033
"13" 2.52794900108208 4.7878569099399e-06
"14" 0.511974699405837 0.00101412909405669
"15" 4.52622495111088 0.0135970873815728
"16" 2.14894380693551 0.00209512037844798
"17" 2.13817982415562 0.00140141756013174
"18" 1.2621128294973 0.17852781697955
"19" 0.640578391292477 2.51254513698779e-05
"20" 2.58572368416979 0.00125959646290102
"21" 3.74442721068329 0.00441487043868389
"22" 0.776673375894147 0.0160572381559631
"23" 2.84823824565236 0.00448100705747962
"24" 2.9387689736362 6.40702948681848e-05
"25" 2.92139151433064 0.00100501651285515
"26" 1.90584777646391 0.222348349250172
"27" 1.58834281242931 0.0309715488068936
"28" 4.75426671472933 0.0606404208038329
"29" 1.36896806745561 0.0664960744101027
"30" 2.08912040334692 0.0640346412456089
"31" 1.21555018381819 0.000523984698305726
"32" 0.603928345573261 0.0277761567881476
"33" 0.448705717709981 0.0735479804756067
"34" 0.492652271725123 0.00497856176428738
"35" 0.604452762768853 0.0402202659639551
"36" 1.80027866751635 0.00756962331625575
"37" 3.25382104131558 0.101914419631055
"38" 0.65748456259563 0.0221832524267003
"39" 0.37441535498341 0.0233877370458237
"40" 0.929618361660329 0.0492814925552191
"41" 2.61051479031411 0.0210963414415215
"42" 2.24739042260167 0.022079154702158
"43" 0.548697929359637 1.63274155177019e-05
"44" 0.552038672608913 0.0438953579463207
"45" 8.44467047069186 0.0772962558156936
"46" 0.717478733407671 0.00139291847393316
"47" 1.42466248799493 0.0282596527344879
"48" 0.741095742201309 0.0763932643604967
"49" 2.0839175454947 1.83707867981005e-06
"50" 2.81324270713602 0.0505784512320535
